Spain, Death rates (period 1x10), 	Last modified: 23 Feb 2022;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
2000-2009       87             0.106435        0.147322        0.119302
2000-2009       88             0.121492        0.163009        0.134077
2000-2009       89             0.137513        0.178758        0.149565
2000-2009       90             0.156211        0.200134        0.168642
2000-2009       91             0.175969        0.219631        0.187979
2000-2009       92             0.196796        0.243451        0.209280
2000-2009       93             0.218739        0.269112        0.231783
2000-2009       94             0.239405        0.290789        0.252228
2000-2009       95             0.264510        0.318977        0.277646
2000-2009       96             0.289971        0.344576        0.302663
2000-2009       97             0.313838        0.375764        0.327677
2000-2009       98             0.345576        0.391017        0.355392
2000-2009       99             0.367244        0.432173        0.380782
2000-2009      100             0.407785        0.483745        0.422856
2000-2009      101             0.432224        0.480812        0.441414
2000-2009      102             0.481323        0.535700        0.491392
2000-2009      103             0.506037        0.498592        0.504685
2000-2009      104             0.534213        0.553216        0.537676
2000-2009      105             0.575946        0.660820        0.591152
2000-2009      106             0.629959        0.658276        0.634649
2000-2009      107             0.533717        0.812910        0.575440
2000-2009      108             0.558957        0.383296        0.537536
2000-2009      109             1.036586        0.793590        1.002932
2000-2009      110+            0.723529        0.646154        0.711111
2010-2019        0             0.002579        0.002996        0.002794
2010-2019        1             0.000217        0.000247        0.000232
2010-2019        2             0.000131        0.000153        0.000142
2010-2019        3             0.000089        0.000110        0.000100
2010-2019        4             0.000085        0.000101        0.000093
2010-2019        5             0.000076        0.000090        0.000083
2010-2019        6             0.000069        0.000085        0.000077
2010-2019        7             0.000061        0.000083        0.000073
2010-2019        8             0.000062        0.000079        0.000071
2010-2019        9             0.000068        0.000086        0.000077
2010-2019       10             0.000062        0.000081        0.000072
2010-2019       11             0.000068        0.000080        0.000074
2010-2019       12             0.000072        0.000089        0.000081
2010-2019       13             0.000084        0.000112        0.000098
2010-2019       14             0.000101        0.000117        0.000110
2010-2019       15             0.000093        0.000152        0.000123
2010-2019       16             0.000112        0.000194        0.000154
2010-2019       17             0.000124        0.000216        0.000171
2010-2019       18             0.000140        0.000277        0.000210
2010-2019       19             0.000151        0.000318        0.000237
2010-2019       20             0.000152        0.000349        0.000253
2010-2019       21             0.000140        0.000353        0.000249
2010-2019       22             0.000147        0.000361        0.000256
2010-2019       23             0.000156        0.000368        0.000264
2010-2019       24             0.000153        0.000380        0.000268
2010-2019       25             0.000173        0.000395        0.000285
2010-2019       26             0.000161        0.000404        0.000284
2010-2019       27             0.000179        0.000422        0.000301
2010-2019       28             0.000180        0.000419        0.000300
2010-2019       29             0.000209        0.000462        0.000337
2010-2019       30             0.000225        0.000493        0.000360
2010-2019       31             0.000233        0.000505        0.000370
2010-2019       32             0.000244        0.000517        0.000382
2010-2019       33             0.000257        0.000568        0.000414
2010-2019       34             0.000294        0.000598        0.000448
2010-2019       35             0.000328        0.000623        0.000478
2010-2019       36             0.000359        0.000673        0.000519
2010-2019       37             0.000416        0.000717        0.000569
2010-2019       38             0.000462        0.000774        0.000621
2010-2019       39             0.000493        0.000881        0.000691
2010-2019       40             0.000564        0.000981        0.000776
2010-2019       41             0.000603        0.001084        0.000848
2010-2019       42             0.000674        0.001215        0.000950
2010-2019       43             0.000787        0.001388        0.001093
2010-2019       44             0.000862        0.001513        0.001192
2010-2019       45             0.000966        0.001755        0.001366
2010-2019       46             0.001045        0.001963        0.001509
2010-2019       47             0.001217        0.002270        0.001748
2010-2019       48             0.001337        0.002573        0.001959
2010-2019       49             0.001462        0.002854        0.002161
2010-2019       50             0.001594        0.003188        0.002392
2010-2019       51             0.001807        0.003594        0.002699
2010-2019       52             0.001919        0.004075        0.002993
2010-2019       53             0.002140        0.004317        0.003222
2010-2019       54             0.002249        0.004883        0.003555
2010-2019       55             0.002414        0.005315        0.003849
2010-2019       56             0.002714        0.005878        0.004276
2010-2019       57             0.002921        0.006424        0.004646
2010-2019       58             0.003083        0.006910        0.004964
2010-2019       59             0.003373        0.007614        0.005451
2010-2019       60             0.003582        0.008361        0.005917
2010-2019       61             0.003783        0.009033        0.006340
2010-2019       62             0.004123        0.009804        0.006881
2010-2019       63             0.004407        0.010711        0.007457
2010-2019       64             0.004620        0.011552        0.007960
2010-2019       65             0.004973        0.012578        0.008624
2010-2019       66             0.005463        0.013605        0.009357
2010-2019       67             0.006069        0.014566        0.010114
2010-2019       68             0.006486        0.015951        0.010970
2010-2019       69             0.007287        0.017253        0.011983
2010-2019       70             0.007980        0.019034        0.013156
2010-2019       71             0.009017        0.020649        0.014426
2010-2019       72             0.009844        0.022793        0.015818
2010-2019       73             0.011230        0.025099        0.017570
2010-2019       74             0.012848        0.027797        0.019613
2010-2019       75             0.014816        0.030669        0.021913
2010-2019       76             0.016810        0.034012        0.024418
2010-2019       77             0.019366        0.038364        0.027652
2010-2019       78             0.022334        0.042578        0.031034
2010-2019       79             0.026112        0.047893        0.035320
2010-2019       80             0.030360        0.053932        0.040165
2010-2019       81             0.035399        0.060434        0.045631
2010-2019       82             0.041065        0.067741        0.051753
2010-2019       83             0.047928        0.076510        0.059135
2010-2019       84             0.055834        0.086243        0.067481
2010-2019       85             0.065232        0.097498        0.077266
2010-2019       86             0.075293        0.109542        0.087705
2010-2019       87             0.087667        0.123150        0.100130
2010-2019       88             0.101393        0.139335        0.114277
2010-2019       89             0.116620        0.156348        0.129619
2010-2019       90             0.134810        0.175908        0.147710
2010-2019       91             0.152712        0.196718        0.165920
2010-2019       92             0.171566        0.219297        0.185219
2010-2019       93             0.193949        0.243357        0.207396
2010-2019       94             0.216717        0.266793        0.229656
2010-2019       95             0.242500        0.291645        0.254572
2010-2019       96             0.269002        0.320198        0.280907
2010-2019       97             0.293258        0.355099        0.306830
2010-2019       98             0.318345        0.391049        0.333365
2010-2019       99             0.346195        0.417524        0.359997
2010-2019      100             0.384661        0.468154        0.399866
2010-2019      101             0.409343        0.483858        0.422079
2010-2019      102             0.438007        0.507611        0.449316
2010-2019      103             0.481935        0.544414        0.491631
2010-2019      104             0.502908        0.602030        0.517389
2010-2019      105             0.559480        0.618315        0.567500
2010-2019      106             0.593044        0.778691        0.616970
2010-2019      107             0.655683        0.709747        0.662000
2010-2019      108             0.666499        0.717874        0.672515
2010-2019      109             0.701968        0.775463        0.711040
2010-2019      110+            0.887756        0.619293        0.843175
